X,Y,NAME,LICENSE_NUMBER,FACTYPE,ADDRESS,ADDRESSLINE2,CITY,STATE,ZIPCODE,PHONE,WARD,ANC,SSL,SEASONAL,H1N1,XCOORD,YCOORD,MAR_ID,GIS_ID,GIS_LAST_MOD_DTTM,SE_ANNO_CAD_DATA,GLOBALID,CREATED,EDITED,OBJECTID
-8571241.85059259,4699564.70027396,EMERGING LIFE LLC DBA/ HEALING TOUCH PHARMACY #4,RX2200170,,2916 MARTIN LUTHER KING JR. AVENUE SE,,Washington,DC,20032,202-758-0955,Ward 8,ANC 8C,5951    0031,,,400280.11,130854.4,43369,,2025/05/03 12:55:29+00,,{343BC84E-786D-0C58-E063-782F520A417E},,,7569
-8567152.97245985,4711615.92565892,"FORT LINCOLN PHARMACY & MEDICAL EQUIPMENT, LLC",RX1200023,,3180 BLADENSBURG RD NE,,Washington,DC,20018,202-269-0000,Ward 5,ANC 5C,4335    0070,,,403464.64,140209.3,309469,,2025/05/03 12:55:29+00,,{343BC84E-786E-0C58-E063-782F520A417E},,,7570
-8577246.44279781,4707545.75789981,GEORGE WASHINGTON UNIVERSITY HOSPITAL PHARMACY,RX0600343,,900 23RD ST NW,RM B1018,Washington,DC,20037,202-715-5037,Ward 2,ANC 2A,0040    0036,,,395601,137051.73,242349,,2025/05/03 12:55:29+00,,{343BC84E-786F-0C58-E063-782F520A417E},,,7571
-8574075.0176389,4708635.43098557,GIANT #2376,RX0000057,,1400 7TH STREET NW,,Washington,DC,20001,717-240-7541,Ward 2,ANC 2G,"0398    0836,0398    0032,0398    7002",,,398072.44,137896.34,304153,,2025/05/03 12:55:29+00,,{343BC84E-7870-0C58-E063-782F520A417E},,,7572
-8570755.22985734,4710107.33122633,GIANT PHARMACY #375,RX0200327,,1050 BRENTWOOD RD NE,,Washington,DC,20018,717-240-7541,Ward 5,ANC 5C,3854    0802,,,400658.91,139038.2,299835,,2025/05/03 12:55:29+00,,{343BC84E-7871-0C58-E063-782F520A417E},,,7573
-8575123.86232964,4711803.76292678,GIANT PHARMACY #378,RX0500335,,1345 PARK RD NW,,Washington,DC,20010,717-240-7541,Ward 1,ANC 1A,2837    0079,,,397256.1,140354.73,297595,,2025/05/03 12:55:29+00,,{343BC84E-7872-0C58-E063-782F520A417E},,,7574
-8569488.46964745,4699481.50234504,GIANT PHARMACY #384,RX0700353,,1535 ALABAMA AVE SE,,Washington,DC,20032,717-240-7541,Ward 8,ANC 8E,"5912    0818,5912    0089",,,401647.46,130789.95,306557,,2025/05/03 12:55:29+00,,{343BC84E-7873-0C58-E063-782F520A417E},,,7575
-8571687.28470246,4705941.49385392,GRUBB'S CARE PHARMACY,RX8800077,,326 EAST CAPITOL ST NE,,Washington,DC,20003,202-503-3262,Ward 6,ANC 6C,0786    0031,,,399932.79,135805.42,37469,,2025/05/03 12:55:29+00,,{343BC84E-7874-0C58-E063-782F520A417E},,,7576
-8570271.59823662,4702720.92513467,GRUBB'S PHARMACY SE INC,RX1200011,,1800 MLK JR AVE SE,,Washington,DC,20020,202-503-3610,Ward 8,ANC 8A,5601    0056,,,401036.42,133305.38,56153,,2025/05/03 12:55:29+00,,{343BC84E-7875-0C58-E063-782F520A417E},,,7577
-8572225.28783074,4708207.30395473,HARRIS TEETER #352,RX0000061,,1201 1ST ST NE,,Washington,DC,20002,513-782-1090,Ward 6,ANC 6E,"0711    0816,0711    0160,0711    7002",,,399513.61,137563.9,303728,,2025/05/03 12:55:29+00,,{343BC84E-7876-0C58-E063-782F520A417E},,,7578
-8575882.5848849,4710501.24409808,HARRIS TEETER PHARMACY #231,RX0000063,,1631 KALORAMA RD NW STE 100,STE 100,Washington,DC,20009,513-782-1090,Ward 1,ANC 1C,2572    0036,,,396664.71,139344.49,284059,,2025/05/03 12:55:29+00,,{343BC84E-7877-0C58-E063-782F520A417E},,,7579
-8571611.5391241,4703957.24212076,HARRIS TEETER PHARMACY #383,RX0000087,,401 M STREET SE,,Washington,DC,20003,513-762-1090,Ward 8,ANC 8F,"0771    0811,0771    0012",,,399991.82,134265.15,309432,,2025/05/03 12:55:29+00,,{343BC84E-7878-0C58-E063-782F520A417E},,,7580
-8570479.51444161,4697831.82983748,HEALING TOUCH PHARMACY,RX1800133,,4139 WHEELER ROAD SE,SUITE A,Washington,DC,20032,888-889-9961,Ward 8,ANC 8E,5925    0065,,,400874.75,129508.49,26157,,2025/05/03 12:55:29+00,,{343BC84E-7879-0C58-E063-782F520A417E},,,7581
-8569490.29881957,4713277.64794828,HSC PEDIATRIC CENTER PHARMACY,RX8800066,,1731 BUNKER HILL RD NE,,Washington,DC,20017,202-635-6164,Ward 5,ANC 5B,4163    0004,,,401643.81,141497.68,286452,,2025/05/03 12:55:29+00,,{343BC84E-787A-0C58-E063-782F520A417E},,,7582
-8568404.00730879,4699856.44697793,HEALING TOUCH PHARMACY #3,RX2100163,,"3415 23RD STREET, SE",,Washington,DC,20020,202-506-1948,Ward 8,ANC 8E,"5897    0805,5897    0035",,,402493.07,131081.37,278386,,2025/05/03 12:55:29+00,,{343BC84E-787B-0C58-E063-782F520A417E},,,7583
-8573929.88998348,4709905.42696478,HOWARD UNIVERSITY HOSPITAL CORP.,RX240000120,,2041 GEORGIA AVE NW,,Washington,DC,20060,202-865-4479,Ward 1,ANC 1B,3075    0807,,,398185.74,138881.73,279523,,2025/05/03 12:55:29+00,,{343BC84E-787C-0C58-E063-782F520A417E},,,7584
-8572040.08767842,4707251.05824609,KAISER PERMANENTE CAPITOL HILL INFUSION PHARMACY,RX1000426,,700 2ND ST NE STE 603,STE 603,Washington,DC,20002,443-280-7365,Ward 6,ANC 6C,"0720    0826,0720    0180",,,399657.88,136821.81,307352,,2025/05/03 12:55:29+00,,{343BC84E-787D-0C58-E063-782F520A417E},,,7585
-8572040.08767842,4707251.05824609,KAISER PERMANENTE CAPITOL HILL PHARMACY,RX1000427,,700 2ND ST NE,STE L18,Washington,DC,20002,443-280-7365,Ward 6,ANC 6C,"0720    0826,0720    0180",,,399657.88,136821.81,307352,,2025/05/03 12:55:29+00,,{343BC84E-787E-0C58-E063-782F520A417E},,,7586
-8577206.19111935,4708141.77631177,KAISER PERMANENTE NORTHWEST DC PHARMACY,RX1200017,,2301 M STREET NW,STE 200,Washington,DC,20037,443-280-7365,Ward 2,ANC 2A,"0036    0846,0036    0046,0036    7000",,,395632.62,137514.24,242336,,2025/05/03 12:55:29+00,,{343BC84E-787F-0C58-E063-782F520A417E},,,7587
-8576480.61901632,4710432.72399488,KALORAMA CARE PHARMACY,RX1700118,,1841 COLUMBIA RD NW,,Washington,DC,20009,202-795-9711,Ward 1,ANC 1C,"2549    0877,2549    0028",,,396198.82,139291.54,235380,,2025/05/03 12:55:29+00,,{343BC84E-7880-0C58-E063-782F520A417E},,,7588
-8571218.80596864,4699594.05619264,"KINGDOM PHARMACY, LLC",RX250000128,,2910 MARTIN LUTHER KING JR. AVENUE SE,,Washington,DC,20032,240-246-6671,Ward 8,ANC 8C,"5951    0804,5951    0011",,,400298.08,130877.2,43428,,2025/05/03 12:55:29+00,,{343BC84E-7881-0C58-E063-782F520A417E},,,7589
-8574396.27888043,4712974.42509764,"MARY'S CENTER FOR MATERNAL AND CHILD CARE, INC DBA",RX0000112,,3912 GEORGIA AVENUE NW,,Washington,DC,20011,806-324-5400,Ward 4,ANC 4C,"2906    0854,2906    0091,2906    7000",,,397823.06,141262.62,224825,,2025/05/03 12:55:29+00,,{343BC84E-7882-0C58-E063-782F520A417E},,,7590
-8573086.43607226,4711728.37760107,MEDSTAR NATIONAL REHABILITATION HOSPITAL,RX1200012,,102 IRVING STREET NW,,Washington,DC,20010,202-877-1731,Ward 5,ANC 5E,"3129    0804,3129    0002",,,398843.03,140295.86,243364,,2025/05/03 12:55:29+00,,{343BC84E-7883-0C58-E063-782F520A417E},,,7591
-8573203.34385422,4711560.12086584,MEDSTAR PHARMACY #5,RX1200013,,106 IRVING ST NW,STE 1200,Washington,DC,20010,410-540-4492,Ward 5,ANC 5E,"3129    0804,3129    0002",,,398751.95,140165.35,301960,,2025/05/03 12:55:29+00,,{343BC84E-7884-0C58-E063-782F520A417E},,,7592
-8579983.85201545,4709077.23730604,MEDSTAR PHARMACY #10,RX1200014,,3800 RESERVOIR RD NW,,Washington,DC,20007,410-540-4492,Ward 2,ANC 2E,"1321    0824,1321    0001",,,393468.94,138241.62,291547,,2025/05/03 12:55:29+00,,{343BC84E-7885-0C58-E063-782F520A417E},,,7593
-8573420.07361864,4711585.24704924,MEDSTAR WASHINGTON HOSPITAL CENTER,RX1200006,,110 IRVING ST NW,110 IRVING ST NW,Washington,DC,20010,202-877-6747,Ward 5,ANC 5E,"3129    0804,3129    0002",,,398583.14,140184.87,228314,,2025/05/03 12:55:29+00,,{343BC84E-7886-0C58-E063-782F520A417E},,,7594
-8577006.22629108,4707591.28564632,MFA INVESTIGATIONAL DRUG SERVICE PHARMACY,RX1900141,,2150 PENNSYLVANIA AVE NW,STE 6A-404,Washington,DC,20037,202-741-2218,Ward 2,ANC 2A,0075    0048,,,395788.2,137086.96,242494,,2025/05/03 12:55:29+00,,{343BC84E-7887-0C58-E063-782F520A417E},,,7595
-8575822.94276164,4711770.7134488,MT. PLEASANT CARE PHARMACY,RX2000148,,"3169 MT. PLEASANT STREET, NW",,Washington,DC,20010,202-387-3100,Ward 1,ANC 1D,2595    1037,,,396711.58,140329.3,236420,,2025/05/03 12:55:29+00,,{343BC84E-7888-0C58-E063-782F520A417E},,,7596
-8574557.34487293,4717312.88894629,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #1276,RX0000072,,6500 PINEY BRANCH RD NW,,Washington,DC,20012,208-395-4303,Ward 4,ANC 4B,2974    0020,,,397698.6,144627.04,285341,,2025/05/03 12:55:29+00,,{343BC84E-7889-0C58-E063-782F520A417E},,,7597
-8567890.87253463,4701499.2157377,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #1445,RX0000074,,2845 ALABAMA AVE SE,,Washington,DC,20020,208-395-4303,Ward 7,ANC 7B,5642    0001,,,402892.75,132357.23,278282,,2025/05/03 12:55:29+00,,{343BC84E-788A-0C58-E063-782F520A417E},,,7598
-8574368.06356447,4712859.80583883,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #2808,RX0000076,,3830 GEORGIA AVE NW,,Washington,DC,20011,208-395-4303,Ward 4,ANC 4C,"2905    0814,2905    0040,2905    7000",,,397845.01,141173.71,225076,,2025/05/03 12:55:29+00,,{343BC84E-788B-0C58-E063-782F520A417E},,,7599
-8573511.23451401,4704157.03228759,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #2892,RX0000077,,1100 4TH ST SW,STE 150,Washington,DC,20024,208-395-4303,Ward 6,ANC 6D,"0542    0872,0542    0089",,,398511.05,134420.39,307170,,2025/05/03 12:55:29+00,,{343BC84E-788C-0C58-E063-782F520A417E},,,7600
-8579089.92615216,4709673.31429855,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #2912,RX0000078,,1855 WISCONSIN AVE NW,,Washington,DC,20007,208-395-4303,Ward 2,ANC 2E,"1299    1040,1299    0325,1299    7000",,,394165.74,138703.58,224665,,2025/05/03 12:55:29+00,,{343BC84E-788D-0C58-E063-782F520A417E},,,7601
-8576167.17376576,4710824.74021472,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #4202,RX0000079,,1747 COLUMBIA RD NW,,Washington,DC,20009,208-395-4303,Ward 1,ANC 1C,2580    0512,,,396443.13,139595.56,284083,,2025/05/03 12:55:29+00,,{343BC84E-788E-0C58-E063-782F520A417E},,,7602
-8569349.05695208,4707439.79604094,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #4270,RX0000081,,1601 MARYLAND AVE NE,,Washington,DC,20002,208-395-4303,Ward 5,ANC 5D,4493    0001,,,401754.81,136968.47,297814,,2025/05/03 12:55:29+00,,{343BC84E-788F-0C58-E063-782F520A417E},,,7603
-8579939.69816487,4716602.19713303,NAI SATURN EASTERN LLC DBA SAFEWAY PHARMACY #4832,RX0000082,,5545 CONNECTICUT AVE NW,,Washington,DC,20015,208-395-4303,Ward 3,ANC 3/4G,1867    0092,,,393508.13,144078.34,263999,,2025/05/03 12:55:29+00,,{343BC84E-7890-0C58-E063-782F520A417E},,,7604
-8572642.49928098,4708810.03106145,NORTH CAPITOL PHARMACY,RX0000110,,1516 NORTH CAPITOL ST NW,,Washington,DC,20002,571-309-2816,Ward 5,ANC 5E,"0615    0833,0615    0085",,,399188.58,138031.63,242908,,2025/05/03 12:55:29+00,,{343BC84E-7891-0C58-E063-782F520A417E},,,7605
-8569827.56291018,4698250.83187198,NOT- FOR- PROFIT HOSPITAL CORP.,RX1000424,,1310 SOUTHERN AVE SE,1310 SOUTHERN AVE SE,Washington,DC,20032,202-574-7248,Ward 8,ANC 8E,"5919    0802,5919    0004,RES 05010000",,,401383.19,129834.03,277936,,2025/05/03 12:55:29+00,,{343BC84E-7892-0C58-E063-782F520A417E},,,7606
-8578210.7151626,4708712.7922479,"PHARM-PRO, INC. T/A MORGAN PHARMACY",RX2200168,,3001 P ST NW,,Washington,DC,20007,202-337-4100,Ward 2,ANC 2E,1269    0290,,,394850.21,137957.81,223835,,2025/05/03 12:55:29+00,,{343BC84E-7893-0C58-E063-782F520A417E},,,7607
-8580279.78690084,4713640.40244642,PSYCHIATRIC INSTITUTE OF WASHINGTON,RX240000122,,4228 WISCONSIN AVENUE NW,4TH FLOOR,Washington,DC,20016,202-885-5657,Ward 3,ANC 3A,1786    0008,,,393241.4,141781.75,222976,,2025/05/03 12:55:29+00,,{343BC84E-7894-0C58-E063-782F520A417E},,,7608
-8571494.10356212,4715053.5574043,RAMDASS PHARMACY,RX1700119,,475 INGRAHAM ST NE,,Washington,DC,20011,240-464-8218,Ward 5,ANC 5A,3765    0005,,,400083.27,142874.82,314562,,2025/05/03 12:55:29+00,,{343BC84E-7895-0C58-E063-782F520A417E},,,7609
-8565777.32352971,4706789.33040581,RELIANCE PHARMACY,RX0000083,,4047 MINNESOTA AVE NE,,Washington,DC,20019,202-398-2800,Ward 7,ANC 7F,5080    0049,,,404538.29,136464.76,288078,,2025/05/03 12:55:29+00,,{343BC84E-7896-0C58-E063-782F520A417E},,,7610
-8580936.13571715,4715414.28199539,RODMAN'S DISCOUNT DRUGS,RX8800103,,5100 WISCONSIN AVE NW,,Washington,DC,20016,301-942-9210,Ward 3,ANC 3E,1656    0009,,,392731.53,143157.89,265883,,2025/05/03 12:55:29+00,,{343BC84E-7897-0C58-E063-782F520A417E},,,7611
-8561722.12194445,4706501.52476967,SEAT PLEASANT DRUGS,RX1200016,,354 EASTERN AVE NE,,Washington,DC,20019,202-396-3400,Ward 7,ANC 7C,"5268    0807,5268    0030",,,407698.63,136243.83,33319,,2025/05/03 12:55:29+00,,{343BC84E-7898-0C58-E063-782F520A417E},,,7612
-8583715.79889627,4712532.16201466,SIBLEY MEMORIAL HOSPITAL PHARMACY,RX8800082,,5255 LOUGHBORO RD NW,,Washington,DC,20016,202-537-4171,Ward 3,ANC 3D,"1448N   0806,1448N   0026",,,390564.57,140924.9,295156,,2025/05/03 12:55:29+00,,{343BC84E-7899-0C58-E063-782F520A417E},,,7613
-8570310.31368755,4699961.26964485,ST ELIZABETH HOSPITAL PHARMACY,RX1000422,,1100 ALABAMA AVE SE,ROOM 113,Washington,DC,20032,202-299-5160,Ward 8,ANC 8C,"5868S   0805,5868S   0002",,,401006.51,131162.45,307946,,2025/05/03 12:55:29+00,,{343BC84E-789A-0C58-E063-782F520A417E},,,7614
-8570468.52339681,4702485.36908639,STATE PHARMACY INC,RX0300330,,2041 MARTIN LUTHER KING JR AVE SE,SUITE 100,Washington,DC,20020,301-437-6905,Ward 8,ANC 8A,5772    1019,,,400882.92,133122.47,278056,,2025/05/03 12:55:29+00,,{343BC84E-789B-0C58-E063-782F520A417E},,,7615
-8570702.41847081,4707355.78659394,SUPER PHARMACY LLC,RX9500254,,1019 H ST NE,,Washington,DC,20002,202-388-0050,Ward 6,ANC 6A,0959    0020,,,400700.24,136903.11,75505,,2025/05/03 12:55:29+00,,{343BC84E-789C-0C58-E063-782F520A417E},,,7616
-8572540.03302723,4707503.29720716,SMOKE TEST SPECIALTY RX,RX250000131,,899 NORTH CAPITAL STREET NE,,Washington,DC,20002,222-222-2222,Ward 6,ANC 6E,"0675    0855,0675    0298",,,399268.32,137017.59,308942,,2025/05/03 12:55:29+00,,{343BC84E-789D-0C58-E063-782F520A417E},,,7617
-8570409.74317148,4710241.14915092,TRIPLE ALLIANCE PHARMACY,RX1300002,,1219 BRENTWOOD RD NE,,Washington,DC,20018,202-704-3350,Ward 5,ANC 5C,3942    0040,,,400928.04,139142.05,307472,,2025/05/03 12:55:29+00,,{343BC84E-789E-0C58-E063-782F520A417E},,,7618
-8576696.81306022,4707772.39025372,TSCHIFFELY PHARMACY,RX0900364,,2021 K ST NW,,Washington,DC,20006,703-339-1992,Ward 2,ANC 2A,0076    0083,,,396029.37,137227.38,242500,,2025/05/03 12:55:29+00,,{343BC84E-789F-0C58-E063-782F520A417E},,,7619
-8575277.95719299,4711388.82988738,UNITY HEALTH CARE INC DBA UNITY HEALTH PHARMACY,RX0000114,,3020 14 STREET NW,,Washington,DC,20009,806-324-5400,Ward 1,ANC 1A,2672    0719,,,397135.96,140032.89,242939,,2025/05/03 12:55:29+00,,{343BC84E-78A0-0C58-E063-782F520A417E},,,7620
-8568971.55734122,4704988.84383943,UNITY HEALTH CARE PHARMACY CENTRAL DETENTION,RX0600346,,1901 D ST SE,,Washington,DC,20003,202-425-5043,Ward 7,ANC 7F,"1112E   0826,1112E   0007,RES 00130000",,,402049.46,135066.23,295133,,2025/05/03 12:55:29+00,,{343BC84E-78A1-0C58-E063-782F520A417E},,,7621
-8565752.60686206,4707418.78374164,"UNITY HEALTH CARE, INC DBA UNITY HEALTH PHARMACY",RX0000113,,765 KENILWORTH TERRACE NE,,Washington,DC,20019,806-324-5400,Ward 7,ANC 7D,5055    0027,,,404557.27,136953.28,310407,,2025/05/03 12:55:29+00,,{343BC84E-78A2-0C58-E063-782F520A417E},,,7622
-8564753.89644461,4706125.07950713,"UNITY HEALTH CARE, INC. DBA UNITY HEALTH PHARMACY",RX1900139,,"4414 BENNING ROAD, NE",SUITE 100,Washington,DC,20019,806-324-5400,Ward 7,ANC 7F,5139    0026,,,405336.17,135949.71,288206,,2025/05/03 12:55:29+00,,{343BC84E-78A3-0C58-E063-782F520A417E},,,7623
-8575277.95719299,4711388.82988738,"UNITY HEALTH CARE, INC. DBA UNITY HEALTH PHARMACY",RX230000118,,"3020 14TH STREET, NW",,Washington,DC,20009,806-324-5400,Ward 1,ANC 1A,2672    0719,,,397135.96,140032.89,242939,,2025/05/03 12:55:29+00,,{343BC84E-78A4-0C58-E063-782F520A417E},,,7624
-8578596.60920793,4713602.4713938,VAN NESS PHARMACY DBA: PILL PLUS PHARMACY,RX2300174,,4215 CONNECTICUT AVENUE NW,SUITE 1,Washington,DC,20008,240-423-6667,Ward 3,ANC 3F,"2051    0808,2051    0002",,,394552.16,141751.32,221313,,2025/05/03 12:55:29+00,,{343BC84E-78A5-0C58-E063-782F520A417E},,,7625
-8564556.55356055,4705836.37295762,"VELIMA PHARMACY, INC.",RX2000154,,"4514 BENNING ROAD, SE","4514 BENNING ROAD, SE",Washington,DC,20019,202-800-6500,Ward 7,ANC 7E,5346    0011,,,405490.12,135725.73,278507,,2025/05/03 12:55:29+00,,{343BC84E-78A6-0C58-E063-782F520A417E},,,7626
-8574641.67279349,4716222.66777521,WAL-MART 10-5968,RX0000054,,5929 GEORGIA AVE NW,,Washington,DC,20011,870-350-2408,Ward 4,ANC 4B,2986    0039,,,397632.7,143781.75,254296,,2025/05/03 12:55:29+00,,{343BC84E-78A7-0C58-E063-782F520A417E},,,7627
-8574946.67195262,4709758.46948015,WALGREEN CO. DBA WALGREENS #17712,RX2000152,,1306 U ST. NW,,Washington,DC,20009,847-527-3993,Ward 1,ANC 1B,0237    0205,,,397393.59,138767.93,302367,,2025/05/03 12:55:29+00,,{343BC84E-78A8-0C58-E063-782F520A417E},,,7628
-8576712.07119876,4709486.84450828,WALGREEN CO. DBA WALGREENS #19076,RX2000153,,1815 CONNECTICUT AVE NW,,Washington,DC,20009,847-527-3993,Ward 1,ANC 1C,"2535    0836,2535    0042",,,396018.15,138557.75,302021,,2025/05/03 12:55:29+00,,{343BC84E-78A9-0C58-E063-782F520A417E},,,7629
-8577000.23195839,4708146.95268423,WALGREENS #10071,RX0800355,,1217 22ND ST NW,,Washington,DC,20037,847-527-3993,Ward 2,ANC 2A,"0070    0884,0070    0190,0070    7000",,,395793.1,137518.17,294975,,2025/05/03 12:55:29+00,,{343BC84E-78AA-0C58-E063-782F520A417E},,,7630
-8574009.97751798,4707357.78172634,WALGREENS #15360,RX1300001,,801 7TH ST NW,,Washington,DC,20001,847-527-3993,Ward 2,ANC 2C,0453    0058,,,398122.88,136904.85,238697,,2025/05/03 12:55:29+00,,{343BC84E-78AB-0C58-E063-782F520A417E},,,7631
-8573131.86183615,4711318.65185613,WALGREENS #15949,RX0000060,,111 MICHIGAN AVE NW,SUITE 1107,Washington,DC,20010,847-527-3993,Ward 5,ANC 5E,"3129    0801,3129    0002",,,398807.6,139978.02,243365,,2025/05/03 12:55:29+00,,{343BC84E-78AC-0C58-E063-782F520A417E},,,7632
-8574677.29852584,4707011.68222534,WALGREENS #15953,RX0000092,,"1155 F STREET NW,  SUITE 975",,Washington,DC,20004,847-527-3993,Ward 2,ANC 2C,0320    0028,,,397602.8,136636.39,306768,,2025/05/03 12:55:29+00,,{343BC84E-78AD-0C58-E063-782F520A417E},,,7633
-8573929.88998348,4709905.42696478,WALGREENS #16049,RX0000071,,2041 GEORGIA AVE NW,#1-J10,Washington,DC,20060,847-527-3993,Ward 1,ANC 1B,3075    0807,,,398185.74,138881.73,279523,,2025/05/03 12:55:29+00,,{343BC84E-78AE-0C58-E063-782F520A417E},,,7634
-8581076.16028285,4712172.52528303,WALGREENS CO. DBA WALGREENS#19132,RX1900137,,3301 NEW MEXICO AVE NW STE 127,,Washington,DC,20016,847-527-3993,Ward 3,ANC 3B,1601    0001,,,392620.16,140643.75,223997,,2025/05/03 12:55:29+00,,{343BC84E-78AF-0C58-E063-782F520A417E},,,7635
-8571831.4982011,4715671.75470251,WALMART PHARMACY 10-3035,RX0000095,,310 RIGGS RD N.E.,,Washington,DC,20011,870-350-2408,Ward 4,ANC 4B,"3748    0808,3748    0052",,,399820.57,143354.21,311574,,2025/05/03 12:55:29+00,,{343BC84E-78B0-0C58-E063-782F520A417E},,,7636
-8575122.28025948,4708857.10366105,WHITMAN-WALKER CLINIC PHARMACY,RX0000093,,1525 14TH STREET NW,,Washington,DC,20005,806-324-5400,Ward 2,ANC 2F,0241    0129,,,397256.54,138068.59,300332,,2025/05/03 12:55:29+00,,{343BC84E-78B1-0C58-E063-782F520A417E},,,7637
-8570500.16105887,4699454.09617709,"WHITMAN-WALKER CLINIC, INC. DBA WHITMAN-WALKER PHARMACY",RX230000119,,1201 SYCAMORE DRIVE SE,,Washington,DC,20032,866-724-1805,Ward 8,ANC 8C,5868S   0965,,,400858.51,130768.54,334942,,2025/05/03 12:55:29+00,,{343BC84E-78B2-0C58-E063-782F520A417E},,,7638
