GEOID,total_score,crime_burden_per_1000,percentile
11001004001,0.458,0.09571577847439916,0.10679611650485436
11001004002,1.0976000000000001,0.3194412107101281,0.3786407766990291
11001003600,4.4896,0.9241663235899548,0.7330097087378641
11001004201,0.576,0.14876033057851237,0.18932038834951456
11001004202,0.6254,0.2404459823144944,0.2815533980582524
11001007407,4.6394,1.3811848764513248,0.8543689320388349
11001006801,0.9028,0.357120253164557,0.4174757281553398
11001010700,4.1634,2.349548532731377,0.9805825242718447
11001009604,2.091,0.8377403846153847,0.6990291262135923
11001000201,0.024,0.006042296072507553,0.014563106796116505
11001000300,0.826,0.12699876998769988,0.1553398058252427
11001000400,0.09140000000000001,0.06171505739365294,0.07281553398058252
11001000502,0.38280000000000003,0.10692737430167598,0.13592233009708737
11001004600,6.8574,2.1639002840012624,0.9660194174757282
11001004801,6.4478,2.0547482472912684,0.9563106796116505
11001004802,2.2576,0.6549463301421526,0.6067961165048543
11001004902,2.5534,0.7227285592980469,0.6359223300970874
11001007401,3.2168,2.1093770491803276,0.9611650485436893
11001007403,3.7922000000000002,1.3998523440383908,0.8592233009708737
11001005503,0.122,0.05407801418439716,0.05339805825242718
11001005801,0.5462,0.2741967871485944,0.33495145631067963
11001009804,5.2056000000000004,1.9562570462232243,0.9466019417475728
11001001702,1.0482,0.285846741205345,0.3446601941747573
11001010300,1.612,0.3773408239700375,0.4320388349514563
11001001804,3.077,0.5302429777701189,0.5339805825242718
11001001901,2.613,0.6191943127962085,0.5970873786407767
11001001902,1.4374,0.5843089430894309,0.5825242718446602
11001005001,0.862,0.42971086739780656,0.47572815533980584
11001009807,4.851,1.3804780876494023,0.8495145631067961
11001009802,3.6746,1.7666346153846153,0.9271844660194175
11001009803,4.463,1.415477323184269,0.8737864077669902
11001002002,3.2912,0.7412612612612612,0.6407766990291263
11001002101,3.8002000000000002,0.6675215176532584,0.616504854368932
11001002900,3.7328,0.8388314606741573,0.7038834951456311
11001003100,5.2528,1.3732810457516338,0.8446601941747572
11001003200,4.0832,0.7850797923476254,0.6796116504854369
11001003400,1.9762,0.3941364180295174,0.45145631067961167
11001003500,6.8704,1.4159934047815332,0.8786407766990292
11001005302,0.636,0.24863174354964815,0.2961165048543689
11001004402,7.6666,3.045927691696464,0.9951456310679612
11001010602,5.6496,1.0736602052451538,0.7815533980582524
11001000804,0.164,0.04154002026342452,0.04854368932038835
11001003902,0.264,0.11609498680738786,0.15048543689320387
11001000903,0.248,0.05977343938298385,0.06796116504854369
11001001004,0.446,0.0968512486427796,0.11650485436893204
11001000102,2.1182,0.6383966244725737,0.6019417475728155
11001003701,1.326,0.5760208514335361,0.5776699029126213
11001002504,0.7602,0.19658650116369278,0.22815533980582525
11001000101,0.074,0.059199999999999996,0.06310679611650485
11001000703,0.3394,0.10146487294469357,0.1262135922330097
11001003901,0.896,0.3498633346349082,0.4077669902912621
11001004401,4.989,1.4165247018739353,0.883495145631068
11001001003,0.07200000000000001,0.02410445262805491,0.03398058252427184
11001003802,2.8438,0.8828935113318844,0.7135922330097088
11001002703,0.5588,0.2176860148032723,0.24271844660194175
11001003702,1.349,0.5357426528991264,0.5388349514563107
11001000803,0.008,0.0031708283789139914,0.0048543689320388345
11001003801,0.5748,0.3427549194991055,0.3883495145631068
11001000904,0.024,0.007425742574257425,0.019417475728155338
11001000704,0.2214,0.07645027624309393,0.0825242718446602
11001001304,1.6340000000000001,0.38904761904761903,0.441747572815534
11001001303,0.1994,0.05808330905913195,0.05825242718446602
11001002704,0.5848,0.14319294809010774,0.17475728155339806
11001002503,7.434,2.3540215326155796,0.9854368932038835
11001005601,0.354,0.14824120603015076,0.18446601941747573
11001005501,0.584,0.34352941176470586,0.3932038834951456
11001005602,0.0728,0.01742460507419818,0.02912621359223301
11001005502,2.9016,1.0941176470588236,0.7864077669902912
11001005303,0.9974000000000001,0.36628718325376425,0.4223300970873786
11001010202,1.8796,1.101113063854716,0.7912621359223301
11001980000,NA,NA,NA
11001007202,2.9022,0.9126415094339623,0.7233009708737864
11001005202,0.9042,0.32373791621911924,0.38349514563106796
11001005203,0.7636000000000001,0.2508541392904074,0.30097087378640774
11001005003,0.2574,0.15918367346938775,0.19902912621359223
11001005004,0.5516,0.13404617253948967,0.16019417475728157
11001007201,1.299,0.8818737270875764,0.7087378640776699
11001005802,2.9026,1.6134519177320734,0.9029126213592233
11001004703,0.6900000000000001,0.23413640990838144,0.2621359223300971
11001004704,0.5682,0.3068034557235422,0.35436893203883496
11001010603,4.3336,2.324892703862661,0.9757281553398058
11001010601,1.8688,1.0036519871106337,0.7572815533980582
11001011002,0.1568,0.0890909090909091,0.10194174757281553
11001010201,1.1742,0.511188506747932,0.5194174757281553
11001011001,0.4274,0.18226012793176974,0.21844660194174756
11001007203,2.4028,0.9557677008750994,0.7378640776699029
11001009510,1.058,0.20068285280728376,0.23300970873786409
11001009511,0.3734,0.17319109461966606,0.20388349514563106
11001000600,0.6842,0.13844597329016595,0.1650485436893204
11001000702,0.23479999999999998,0.07903062941770447,0.09223300970873786
11001007404,2.3094,0.5586357039187229,0.5485436893203883
11001007301,0.0288,0.005724508050089445,0.009708737864077669
11001002702,2.675,0.4417836498761354,0.49514563106796117
11001008301,0.946,0.3445010924981791,0.39805825242718446
11001001600,0.9454,0.1885520542481053,0.22330097087378642
11001010500,1.6014,0.40779220779220776,0.46116504854368934
11001009204,2.1424,0.6561715160796324,0.6116504854368932
11001007304,6.6868,1.546796206338191,0.8883495145631068
11001003000,1.6922,0.40185229161719305,0.4563106796116505
11001007502,8.9956,1.6020658949243098,0.8932038834951457
11001007503,2.677,0.9856406480117821,0.7427184466019418
11001000902,0.168,0.07082630691399663,0.07766990291262135
11001001500,0.0994,0.016522606382978724,0.024271844660194174
11001009603,4.755,1.1032482598607887,0.7961165048543689
11001000501,0.786,0.23511815734370325,0.2669902912621359
11001003302,2.3336,1.0631435079726652,0.7718446601941747
11001008402,2.3532,0.990821052631579,0.7475728155339806
11001009602,0.9734,0.24105993065874196,0.28640776699029125
11001000802,0.12,0.03441353599082306,0.038834951456310676
11001001301,0.5254,0.11504269761331289,0.14563106796116504
11001002001,0.8982,0.2510340972610397,0.3058252427184466
11001007708,3.6098,1.255582608695652,0.8252427184466019
11001001402,0.292,0.08400460299194476,0.0970873786407767
11001004702,0.9748,0.2615508451837939,0.3155339805825243
11001007601,9.201,1.7308126410835216,0.9174757281553398
11001007504,5.3068,1.9360817219992703,0.941747572815534
11001009902,1.9668,0.5627467811158798,0.5631067961165048
11001002600,0.6094,0.2219227967953387,0.2524271844660194
11001009601,1.945,0.7715192383974613,0.6650485436893204
11001000202,1.4454,0.30983922829581995,0.3640776699029126
11001004300,1.7734,0.4374444992599902,0.4854368932038835
11001006804,0.545,0.18172724241413807,0.21359223300970873
11001004100,0.5740000000000001,0.23276561232765614,0.25728155339805825
11001010100,2.94,1.0602235845654526,0.7669902912621359
11001004901,2.6708,0.7639588100686499,0.6553398058252428
11001005900,0.7536,0.30923266311038167,0.3592233009708738
11001009901,4.2634,1.714963797264682,0.912621359223301
11001007901,8.4782,1.6855268389662026,0.9077669902912622
11001001803,1.1762,0.2826724345109349,0.33980582524271846
11001007406,3.276,0.7798143299214473,0.6747572815533981
11001003301,1.0074,0.24014302741358762,0.2766990291262136
11001007604,2.3056,0.526392694063927,0.529126213592233
11001007605,2.9028,0.696115107913669,0.6213592233009708
11001007603,5.0652,1.2357160282995854,0.8203883495145631
11001008100,0.5434,0.1580570098894706,0.1941747572815534
11001008200,0.4694,0.14514533085961656,0.1796116504854369
11001008302,1.4554,0.5140939597315437,0.5242718446601942
11001008410,1.5894,0.9150259067357512,0.7281553398058253
11001008701,4.8744,1.7802775748721695,0.9320388349514563
11001008002,0.9242,0.2620357244116813,0.32038834951456313
11001008702,4.1198,1.2085068935171606,0.8058252427184466
11001007703,3.3936,0.43901681759379046,0.49029126213592233
11001007707,3.4446,0.755892034233048,0.6504854368932039
11001007709,2.5498,1.1821047751506721,0.8009708737864077
11001007803,6.8914,1.6052643838807361,0.8980582524271845
11001007804,3.507,0.8058363970588235,0.6893203883495146
11001008803,6.2274,1.8446090047393366,0.9368932038834952
11001008804,3.7344,1.3664105378704718,0.8349514563106796
11001008903,3.541,1.0662451068955134,0.7766990291262136
11001008904,1.4456,0.3183439770975556,0.36893203883495146
11001008802,1.5496,0.34466192170818505,0.4029126213592233
11001009810,1.9694,0.7161454545454545,0.6310679611650486
11001010800,0.488,0.07683829318217603,0.08737864077669903
11001011100,6.4278,1.2297302467954851,0.8155339805825242
11001009000,1.6414,0.4342328042328042,0.48058252427184467
11001009102,3.6434,0.7714164725809868,0.6601941747572816
11001009811,3.3308,0.7506874013973406,0.6456310679611651
11001001002,0.8334,0.23886500429922614,0.27184466019417475
11001007807,4.0776,1.7455479452054794,0.9223300970873787
11001007806,5.8734,2.3051020408163265,0.970873786407767
11001007808,6.054,1.4007403979639057,0.8640776699029126
11001009201,2.5502,0.77940097799511,0.6699029126213593
11001009203,0.326,0.10096004955094458,0.12135922330097088
11001009301,5.22,1.410429613617941,0.8689320388349514
11001009302,0.8394,0.500238379022646,0.5145631067961165
11001001100,1.9728,0.41254705144291093,0.470873786407767
11001001200,0.5714,0.11127555988315482,0.1407766990291262
11001001401,0.146,0.040098873935731937,0.043689320388349516
11001010900,0.8786,0.2584117647058824,0.3106796116504854
11001010400,6.1298,1.2271871871871871,0.8106796116504854
11001009903,1.1862,0.4635404454865181,0.5097087378640777
11001009904,1.8004,0.5612219451371571,0.558252427184466
11001009905,1.96,0.706815723043635,0.6262135922330098
11001009906,1.0664,0.6139320667818077,0.5922330097087378
11001002102,0.981,0.17495987158908505,0.2087378640776699
11001002201,0.342,0.09614843969637336,0.11165048543689321
11001002202,1.848,0.5733788395904438,0.5728155339805825
11001002301,1.5828,0.460250072695551,0.5048543689320388
11001006400,2.6196,1.0067640276710224,0.7621359223300971
11001006500,1.042,0.3545423613473971,0.41262135922330095
11001006600,0.542,0.27291037260825785,0.3300970873786408
11001006700,1.196,0.2658959537572254,0.32524271844660196
11001006802,1.4174,0.5602371541501976,0.5533980582524272
11001007408,4.1026,1.3115728900255754,0.8300970873786407
11001007409,8.9368,2.041763765135938,0.9514563106796117
11001007809,8.8478,2.843123393316195,0.9902912621359223
11001009400,1.1422,0.20237420269312545,0.23786407766990292
11001009503,0.3234,0.10398713826366561,0.13106796116504854
11001009504,1.7642,0.5667202055894636,0.5679611650485437
11001009505,1.7596,0.45037112874328133,0.5
11001009907,2.3604,0.8023113528212099,0.6844660194174758
11001002501,1.0136,0.29882075471698116,0.34951456310679613
11001002302,0.6654,0.4097290640394089,0.46601941747572817
11001002400,1.4934,0.36774193548387096,0.42718446601941745
11001007000,1.0756000000000001,0.38496778811739446,0.4368932038834951
11001007100,3.6356,1.0001650618982119,0.7524271844660194
11001006900,1.5468,0.5946943483275663,0.587378640776699
11001009507,0.4662,0.24679724722075172,0.2912621359223301
11001009508,0.9022,0.2201561737432894,0.24757281553398058
11001009509,1.14,0.31888111888111886,0.3737864077669903
11001009700,2.9228,0.8913693199146081,0.7184466019417476
11001009801,1.1332,0.5511673151750972,0.5436893203883495
11001002801,1.6068,0.3915204678362573,0.44660194174757284
11001002802,6.9442,1.371558364605965,0.8398058252427184
11001008001,0.4548,0.14097954122752634,0.16990291262135923
11001007903,1.6546,0.8146725750861644,0.6941747572815534
